Timestamp,Velocity,Current,Temperature,Supply_voltage,PWM
1011.66,24.27,131.87,67.0,11.0,51.19
1012.11,24.73,127.14,67.0,11.0,49.72
1012.51,25.19,125.79,67.0,11.0,50.51
1012.91,24.73,125.11,67.0,11.1,49.83
1013.36,24.96,124.44,67.0,10.9,49.72
1013.81,25.19,125.79,67.0,11.1,50.17
1014.26,24.5,127.14,67.0,11.1,49.72
1014.71,24.5,130.52,67.0,11.1,50.51
1015.16,24.73,128.49,67.0,11.0,50.96
1015.56,25.65,115.65,67.0,11.1,48.82
1015.96,24.5,112.28,67.0,11.1,47.46
1016.36,24.96,122.41,67.0,11.0,49.27
1016.81,24.5,136.6,67.0,11.0,51.3
1017.21,24.96,131.87,67.0,11.0,51.08
1017.61,24.27,135.92,67.0,11.0,51.75
1018.01,24.73,134.57,67.0,11.0,50.85
1018.51,24.5,140.65,67.0,11.0,52.77
1018.91,24.96,135.25,67.0,11.0,51.53
1019.36,24.73,130.52,67.0,11.0,50.17
1019.86,24.73,134.57,67.0,11.0,51.08
1020.31,24.96,121.73,67.0,11.0,49.16
1020.71,24.5,120.38,67.0,11.1,49.27
1021.11,24.5,129.84,67.0,11.0,50.06
1021.61,25.19,130.52,67.0,11.0,50.74
1022.01,24.73,128.49,67.0,11.0,50.62
1022.41,25.19,124.44,67.0,10.9,50.06
1022.81,24.73,129.17,67.0,11.0,50.51
1023.31,24.5,131.87,67.0,11.0,50.4
1023.76,24.27,132.54,67.0,11.0,51.41
1024.16,24.73,131.87,67.0,11.0,50.17
1024.66,24.96,124.44,67.0,11.0,49.72
1025.06,24.5,121.06,67.0,11.0,49.27
1025.46,24.73,130.52,67.0,11.0,49.61
1025.86,24.73,136.6,67.0,11.0,51.53
1026.31,24.73,132.54,67.0,11.0,50.06
1026.71,24.73,135.25,67.0,11.0,50.4
1027.11,24.96,137.95,67.0,11.0,51.08
1027.51,24.96,132.54,67.0,11.0,50.17
1027.96,24.05,129.84,67.0,11.0,50.51
1028.41,24.96,130.52,67.0,11.0,49.16
1028.81,24.5,131.87,67.0,11.0,49.95
1029.31,24.27,130.52,67.0,11.0,50.51
1029.76,25.19,125.79,67.0,11.1,49.61
1030.21,24.05,130.52,67.0,11.0,49.83
1030.61,24.73,134.57,67.0,11.0,50.74
1031.06,25.19,129.17,67.0,11.1,50.4
1031.46,24.73,121.06,67.0,11.1,47.8
1031.91,24.73,125.79,67.0,11.0,49.27
1032.31,24.73,128.49,67.0,11.0,49.72
1032.76,24.27,136.6,67.0,11.1,51.41
1033.21,24.27,139.98,67.0,11.0,51.64
1033.66,24.73,137.95,67.0,11.0,50.62
1034.16,24.73,142.0,67.0,11.0,52.43
1034.56,24.96,133.9,67.0,11.0,51.64
1035.01,24.96,133.22,67.0,11.0,49.95
1035.41,24.73,131.19,67.0,11.0,50.29
1035.86,25.42,125.11,67.0,11.0,49.27
1036.26,24.5,129.17,67.0,11.0,49.38
1036.66,24.5,129.84,67.0,11.1,49.72
1037.06,24.73,129.17,67.0,11.1,50.85
1037.51,24.5,135.25,67.0,11.0,50.62
1037.91,24.96,132.54,67.0,11.1,50.29
1038.36,24.96,130.52,67.0,10.9,50.17
1038.86,24.5,128.49,67.0,11.1,50.29
1039.26,24.96,129.84,67.0,11.0,51.08
1039.71,24.5,129.17,67.0,11.0,50.17
1040.16,25.19,125.79,67.0,10.9,50.06
1040.61,24.73,123.76,67.0,11.1,49.49
1041.01,24.27,135.25,67.0,11.0,49.49
1041.46,24.5,133.9,67.0,11.0,51.19
1041.86,24.96,130.52,67.0,11.0,50.4
1042.31,24.73,129.84,67.0,11.0,50.29
1042.71,24.73,135.25,67.0,11.0,50.51
1043.16,25.19,133.22,67.0,11.0,50.4
1043.66,24.27,131.87,67.0,11.0,51.19
1044.06,24.5,120.38,67.0,11.1,49.49
1044.51,25.19,125.11,67.0,11.0,49.38
1044.96,24.73,132.54,67.0,11.0,50.4
1045.41,24.96,129.17,67.0,11.0,49.72
1045.86,24.27,131.19,67.0,11.1,49.83
1046.26,25.19,133.22,67.0,11.0,50.29
1046.66,24.96,128.49,67.0,11.1,50.96
1047.06,24.5,118.36,67.0,11.1,48.14
1047.51,24.96,120.38,67.0,11.1,48.25
1047.91,24.96,129.84,67.0,11.0,49.49
1048.41,24.96,139.3,67.0,11.0,51.41
1048.81,24.27,133.9,67.0,11.0,51.41
1049.26,24.73,131.87,67.0,11.1,50.17
1049.71,24.96,142.0,67.0,11.0,52.66
1050.21,24.5,142.68,67.0,11.0,52.09
1050.61,24.73,131.87,67.0,11.0,50.17
1051.01,24.27,135.92,67.0,11.0,50.96
1051.46,25.42,126.46,67.0,11.1,49.27
1051.86,24.27,125.11,67.0,11.1,49.61
1052.21,24.96,124.44,67.0,11.1,49.16
1052.66,24.73,131.87,67.0,11.0,50.62
1053.11,24.5,132.54,67.0,11.1,50.85
1053.56,24.96,127.14,67.0,11.0,50.29
1054.01,24.27,131.19,67.0,11.1,50.06
1054.46,24.73,128.49,68.0,11.1,50.4
1054.91,24.5,133.22,68.0,11.0,50.62
1055.36,24.96,133.22,68.0,11.0,50.29
1055.76,25.19,129.84,68.0,11.0,50.62
1056.21,24.73,120.38,68.0,11.1,49.38
1056.61,24.05,123.76,68.0,11.0,48.82
1057.01,24.5,132.54,68.0,10.8,51.19
1057.41,24.96,135.92,68.0,11.0,50.74
1057.86,24.5,128.49,68.0,11.0,50.17
1058.26,24.27,131.19,68.0,11.0,50.96
1058.71,24.96,131.19,68.0,11.0,50.51
1059.21,24.05,135.92,68.0,11.1,51.3
1059.66,24.5,127.14,68.0,11.0,49.83
1060.06,24.96,129.17,68.0,11.0,49.61
1060.51,24.27,130.52,68.0,11.0,50.62
1060.96,25.19,123.76,68.0,11.1,49.38
1061.36,24.5,122.41,68.0,11.1,48.82
1061.76,24.96,129.17,68.0,11.1,50.29
1062.21,24.73,131.19,68.0,11.0,51.08
1062.66,24.73,125.11,68.0,11.1,48.93
1063.06,24.96,114.98,68.0,11.1,48.48
1063.46,24.27,123.09,68.0,11.0,48.7
1063.96,24.27,138.62,68.0,11.0,51.53
1064.41,24.27,137.95,68.0,11.0,51.53
1064.86,24.96,133.22,68.0,11.1,50.17
1065.26,24.96,140.65,68.0,11.0,52.21
1065.71,24.5,137.27,68.0,11.0,51.75
1066.11,24.96,131.19,68.0,11.0,51.08
1066.51,24.73,131.19,68.0,11.0,50.74
1066.96,24.73,126.46,68.0,11.0,50.06
1067.36,24.27,127.81,68.0,11.0,49.49
1067.76,24.27,123.76,68.0,11.1,49.61
1068.21,24.96,125.79,68.0,11.0,50.06
1068.71,24.5,135.92,68.0,11.0,50.85
1069.16,24.73,133.22,68.0,11.0,50.74
1069.56,24.73,127.81,68.0,11.0,49.61
1070.01,24.5,132.54,68.0,11.0,50.62
1070.46,24.96,128.49,68.0,11.0,50.4
1070.91,24.27,131.19,68.0,11.0,50.4
1071.31,24.96,131.19,68.0,11.0,50.74
1071.76,24.73,129.84,68.0,11.0,49.83
1072.16,24.73,123.76,68.0,11.1,48.48
1072.61,24.5,131.87,68.0,11.0,51.08
1073.01,24.96,130.52,68.0,11.0,50.06
1073.46,24.5,133.22,68.0,11.0,50.74
1073.91,24.5,130.52,68.0,11.0,50.17
1074.36,24.96,131.19,68.0,11.0,50.29
1074.86,24.73,129.84,68.0,11.0,51.19
1075.26,24.96,122.41,68.0,11.0,50.17
1075.66,24.96,126.46,68.0,11.0,49.49
1076.06,24.96,127.14,68.0,11.0,49.95
1076.51,24.96,126.46,68.0,11.0,50.62
1076.91,24.73,124.44,68.0,11.1,49.04
1077.31,24.96,125.79,68.0,11.0,49.95
1077.71,24.73,132.54,68.0,11.0,50.96
1078.21,24.96,128.49,68.0,11.0,49.83
1078.66,24.73,117.68,68.0,11.0,48.7
1079.11,24.96,122.41,68.0,11.0,48.02
1079.56,24.73,136.6,68.0,11.0,51.41
1080.06,24.73,134.57,68.0,11.0,51.98
1080.46,24.96,131.19,68.0,11.0,50.29
1080.91,24.96,136.6,68.0,11.0,52.09
1081.41,24.96,139.98,68.0,11.0,52.21
1081.96,24.5,133.9,68.0,11.0,51.41
1082.41,24.96,130.52,68.0,11.1,50.96
1082.86,24.5,128.49,68.0,11.0,49.38
1083.31,25.19,119.03,68.0,11.1,49.27
1083.81,24.73,127.14,68.0,11.0,50.17
1084.26,24.27,137.27,68.0,11.0,50.96
1084.71,24.73,132.54,68.0,11.0,50.96
1085.16,24.96,126.46,68.0,11.0,49.38
1085.61,24.96,133.22,68.0,11.0,50.85
1086.06,24.96,130.52,68.0,11.1,50.62
1086.51,24.05,137.27,68.0,11.0,50.06
1086.91,25.19,130.52,68.0,11.0,51.19
1087.36,24.96,127.14,68.0,11.0,49.83
1087.81,24.5,120.38,68.0,11.1,48.25
1088.21,24.5,133.9,68.0,11.0,50.17
1088.61,25.42,133.9,68.0,11.0,50.06
1089.11,24.96,131.87,68.0,11.1,50.74
1089.61,24.5,134.57,68.0,11.0,50.74
1090.01,25.19,132.54,68.0,11.1,49.72
1090.46,24.73,134.57,68.0,11.0,51.64
1090.96,24.5,131.87,68.0,11.0,50.17
1091.41,24.5,129.84,68.0,11.0,49.95
1091.81,24.5,131.87,68.0,11.1,50.17
1092.26,25.42,121.06,68.0,11.0,49.27
1092.76,24.73,125.11,68.0,11.1,50.29
1093.21,24.27,136.6,68.0,11.0,50.51
1093.61,24.73,131.87,68.0,11.0,50.17
1094.06,25.42,127.81,68.0,11.0,50.06
1094.56,24.96,114.98,68.0,11.1,47.46
1095.01,23.82,127.81,68.0,11.0,49.83
1095.46,24.73,135.92,68.0,11.0,50.96
1095.91,24.96,134.57,68.0,11.0,50.4
1096.36,24.05,141.33,68.0,11.0,51.98
1097.06,24.96,141.33,68.0,11.0,51.64
1097.61,24.96,134.57,68.0,11.0,51.3
1098.31,24.73,128.49,68.0,11.0,49.38
1098.86,24.96,129.17,68.0,11.0,50.17
1099.51,24.96,125.79,68.0,11.0,49.49
1100.16,24.73,132.54,68.0,11.0,51.53
1100.81,24.5,133.22,68.0,11.0,50.17
1101.31,24.5,131.87,68.0,11.0,50.74
1101.71,24.96,125.79,68.0,11.0,50.06
1102.16,24.5,129.84,68.0,11.0,49.95
1102.66,25.19,133.9,68.0,11.0,50.74
1103.11,24.5,131.87,68.0,11.0,49.72
1103.51,24.5,122.41,68.0,11.1,49.38
1104.01,24.27,128.49,68.0,11.0,50.74
1104.46,24.5,136.6,68.0,11.0,50.4
1105.01,24.5,129.84,68.0,11.1,49.95
1105.61,24.73,131.87,68.0,11.0,50.06
1106.21,25.19,134.57,68.0,11.0,51.08
1106.76,24.27,127.14,68.0,11.1,49.72
1107.26,24.96,128.49,68.0,11.1,49.72
1107.81,24.96,129.84,68.0,11.0,49.61
1108.41,24.73,127.14,68.0,11.1,50.06
1108.96,24.27,126.46,68.0,11.0,50.06
1109.41,24.73,131.87,68.0,11.0,50.62
1109.91,25.19,123.09,68.0,10.9,49.27
1110.26,24.73,117.0,68.0,11.1,47.35
1110.81,24.73,127.14,68.0,10.8,49.95
1111.26,24.73,133.9,68.0,11.0,51.87
1111.81,24.27,135.92,68.0,11.0,51.3
1112.26,24.73,139.98,68.0,11.0,51.75
1112.76,24.27,139.98,68.0,11.1,52.21
1113.31,25.42,137.95,68.0,11.0,51.41
1113.91,24.73,129.84,68.0,11.1,49.49
1114.41,24.96,126.46,68.0,11.0,50.06
1114.96,24.96,122.41,68.0,11.0,49.38
1115.51,24.27,131.87,68.0,11.0,50.51
1116.06,25.19,130.52,68.0,11.0,50.62
1116.56,24.5,131.87,68.0,11.1,50.74
1116.96,24.27,133.22,68.0,11.0,50.51
1117.46,24.96,127.81,68.0,11.0,49.27
1117.86,24.73,132.54,68.0,11.0,50.51
1118.26,24.96,133.22,68.0,11.0,51.08
1118.66,24.73,127.14,68.0,11.0,49.72
1119.11,24.96,123.09,68.0,11.1,49.04
1119.51,24.27,129.84,68.0,11.1,50.4
1119.96,24.5,132.54,68.0,11.0,49.83
1120.41,25.42,129.84,68.0,11.1,51.08
1120.81,24.96,128.49,68.0,11.1,50.29
1121.26,24.27,133.9,68.0,11.0,50.4
1121.66,24.73,132.54,68.0,11.1,51.41
1122.16,24.73,131.19,68.0,11.0,50.17
1122.56,24.73,130.52,68.0,11.0,50.17
1122.96,24.73,127.14,68.0,11.0,49.95
1123.41,24.96,125.11,68.0,11.0,49.38
1123.86,24.27,128.49,68.0,11.0,50.4
1124.31,24.5,127.14,68.0,11.1,49.61
1124.71,24.73,130.52,68.0,11.1,49.95
1125.16,24.5,135.92,68.0,11.0,51.08
1125.56,24.96,122.41,68.0,11.1,49.61
1126.01,24.5,118.36,68.0,11.1,47.23
1126.41,24.96,127.14,68.0,11.1,49.16
1126.86,24.27,139.98,68.0,11.1,52.09
1127.31,24.05,135.92,68.0,11.1,50.85
1127.71,24.5,135.25,68.0,11.0,51.64
1128.11,24.73,137.95,68.0,10.8,51.41
1128.56,24.27,143.35,68.0,11.0,52.77
1128.96,24.73,133.22,68.0,11.0,51.19
1129.36,25.19,129.17,68.0,11.1,50.06
1129.81,24.27,133.22,68.0,11.0,50.62
1130.21,24.73,125.11,68.0,11.1,49.49
1130.66,24.73,122.41,68.0,11.1,49.04
1131.06,24.5,129.17,68.0,11.1,50.4
1131.56,24.96,138.62,68.0,11.0,51.19
1131.96,24.96,133.22,68.0,11.0,50.06
1132.36,24.96,131.19,68.0,11.0,50.4
1132.81,24.5,131.19,68.0,11.0,51.19
1133.26,24.05,129.17,68.0,11.0,49.61
1133.66,24.73,133.9,68.0,11.0,50.96
1134.11,25.42,131.19,68.0,11.1,50.51
1134.56,24.5,130.52,68.0,11.1,50.06
1134.96,24.27,123.76,68.0,11.1,49.38
1135.41,24.96,127.14,68.0,11.0,49.49
1135.81,24.27,133.22,68.0,11.0,51.64
1136.26,24.73,135.25,68.0,11.0,50.4
1136.71,24.96,127.81,68.0,11.1,49.72
1137.11,24.5,137.27,68.0,11.1,51.41
1137.51,24.96,131.87,68.0,11.0,50.96
1137.96,24.5,127.81,68.0,11.1,49.95
1138.21,24.73,131.19,68.0,11.1,50.51
1138.76,24.5,130.52,68.0,11.0,50.85
1139.21,24.27,130.52,68.0,11.0,49.49
1139.61,24.96,127.14,68.0,11.0,50.29
1140.01,24.5,125.79,68.0,11.1,49.72
1140.46,24.5,133.9,68.0,11.0,50.29
1140.91,24.73,133.9,68.0,11.0,50.85
1141.31,25.42,120.38,68.0,11.1,48.48
1141.76,24.05,119.71,68.0,11.1,48.59
1142.16,24.05,128.49,68.0,11.1,49.49
1142.61,24.96,139.98,68.0,11.0,50.96
1143.01,24.5,135.25,68.0,11.0,51.41
1143.46,24.96,137.27,68.0,11.0,51.53
1143.86,24.73,141.33,68.0,11.0,51.41
1144.31,24.73,142.68,68.0,11.0,52.21
1144.71,24.73,135.92,68.0,11.0,51.98
1145.16,24.73,128.49,68.0,11.0,49.72
1145.61,24.73,129.84,68.0,11.1,50.51
1146.01,24.96,129.17,68.0,11.1,49.61
1146.41,25.19,123.76,68.0,11.0,49.04
1146.86,24.05,131.19,68.0,11.0,50.74
1147.31,24.96,131.87,68.0,11.0,49.83
1147.71,24.27,135.25,68.0,11.0,51.19
1148.11,24.5,131.19,68.0,11.1,49.95
1148.56,25.19,131.87,68.0,11.0,50.17
1149.06,24.96,133.22,68.0,11.0,50.4
1149.46,24.96,131.87,68.0,11.0,50.62
1149.96,24.96,129.17,68.0,11.0,50.4
1150.46,25.19,125.79,68.0,11.1,49.04
1150.96,24.73,127.14,68.0,11.0,48.82
1151.41,24.05,134.57,68.0,11.0,51.41
1151.86,25.19,127.81,68.0,11.0,50.74
1152.31,24.5,127.14,68.0,11.1,49.61
1152.76,24.96,135.25,68.0,11.0,50.74
1153.16,24.96,133.9,68.0,11.0,50.85
1153.61,24.27,133.22,68.0,11.1,50.85
1154.06,24.73,128.49,68.0,11.1,49.83
1154.51,25.19,123.09,68.0,11.0,49.38
1154.96,24.27,132.54,68.0,11.0,50.51
1155.46,24.73,125.79,68.0,11.1,49.61
1155.91,24.96,127.14,68.0,11.1,49.49
1156.31,24.73,133.22,68.0,11.0,50.4
1156.71,25.19,124.44,68.0,11.0,50.62
1157.16,24.73,117.68,68.0,11.1,48.14
1157.56,24.73,120.38,68.0,11.1,48.48
1157.96,24.5,129.17,68.0,11.1,49.83
1158.41,24.05,139.98,68.0,11.0,51.3
1158.91,24.5,133.22,68.0,11.0,51.64
1159.36,24.5,134.57,68.0,11.1,50.51
1159.81,24.96,139.98,68.0,11.0,52.77
1160.36,24.96,135.92,68.0,11.0,51.87
1160.76,24.73,132.54,68.0,11.0,49.72
1161.16,24.96,126.46,68.0,11.0,50.51
1161.61,25.19,121.73,68.0,11.1,49.49
1162.06,24.5,124.44,68.0,11.1,49.38
1162.51,24.5,125.11,68.0,11.0,50.4
1162.91,24.96,133.22,68.0,11.1,49.83
1163.36,24.96,133.22,68.0,11.0,51.53
1163.81,24.5,127.14,68.0,11.0,50.29
1164.26,24.96,125.11,68.0,11.1,49.95
1164.71,24.73,128.49,68.0,11.0,50.51
1165.21,24.96,135.92,68.0,10.9,50.62
1165.61,24.5,133.22,68.0,11.0,51.08
1166.06,24.96,127.14,68.0,11.0,49.72
1166.46,25.42,115.65,68.0,11.0,48.48
1166.91,24.27,135.25,68.0,11.0,50.85
1167.31,24.96,132.54,68.0,11.0,50.4
1167.76,25.19,127.14,68.0,11.0,50.06
1168.21,24.96,129.17,68.0,11.0,50.29
1168.66,24.27,131.19,68.0,11.0,51.19
1169.06,24.5,127.81,68.0,11.0,50.06
1169.51,25.42,127.14,68.0,11.0,50.29
1170.01,24.96,128.49,68.0,11.1,50.17
1170.46,24.5,128.49,68.0,11.0,50.17
1170.86,25.19,122.41,68.0,11.3,50.06
1171.31,24.96,119.03,68.0,11.0,49.04
1171.76,24.73,130.52,68.0,11.1,50.62
1172.16,24.27,132.54,68.0,11.0,51.19
1172.56,25.19,123.76,68.0,11.0,49.04
1173.06,24.96,114.3,68.0,11.1,48.48
1173.46,24.5,123.09,68.0,11.0,49.04
1173.91,24.5,129.84,68.0,11.0,50.51
1174.36,24.96,134.57,68.0,11.0,51.3
1174.86,24.73,135.25,68.0,11.0,50.62
1175.31,24.96,142.0,68.0,10.9,52.09
1175.71,24.96,136.6,68.0,11.0,51.98
1176.16,24.96,131.87,68.0,11.0,50.85
1176.61,24.5,133.22,68.0,11.0,51.41
1177.06,24.73,128.49,68.0,11.0,50.17
1177.51,24.96,123.09,68.0,11.1,49.38
1178.01,24.5,124.44,68.0,11.1,49.72
1178.46,25.19,125.11,68.0,11.0,49.72
1178.91,24.5,133.22,68.0,11.0,51.64
1179.41,24.5,128.49,68.0,11.1,50.29
1179.96,24.5,128.49,68.0,11.0,50.17
1180.46,24.73,124.44,68.0,11.1,50.62
1180.91,24.5,129.17,68.0,11.1,50.06
1181.46,24.96,129.84,68.0,11.0,50.51
1181.96,25.19,119.03,68.0,11.0,49.16
1182.46,24.05,131.19,68.0,11.0,49.95
1182.91,25.19,127.81,68.0,11.1,50.74
1183.41,25.19,124.44,68.0,11.0,50.17
1183.86,24.73,132.54,68.0,11.0,50.51
1184.26,24.5,132.54,68.0,11.0,50.96
1184.71,24.5,130.52,68.0,11.0,50.17
1185.21,24.96,126.46,68.0,11.0,49.95
1185.61,24.5,120.38,68.0,11.1,49.61
1186.01,24.05,124.44,68.0,11.0,49.72
1186.46,24.96,128.49,68.0,11.1,50.17
1186.86,24.96,125.11,68.0,11.1,48.82
1187.26,24.5,127.81,68.0,11.1,49.72
1187.66,24.5,131.19,68.0,11.0,50.85
1188.16,24.73,123.09,68.0,11.1,49.49
1188.56,24.96,116.33,68.0,11.0,49.27
1188.96,24.27,118.36,68.0,11.1,48.02
1189.36,24.96,124.44,68.0,11.0,49.16
1189.86,24.73,135.25,68.0,11.0,51.64
1190.26,25.19,129.17,68.0,11.0,50.74
1190.71,23.82,131.87,68.0,11.0,51.19
1191.16,24.96,139.3,68.0,11.0,51.53
1191.56,24.96,137.95,68.0,11.0,51.75
1192.01,24.5,128.49,68.0,11.1,50.85
1192.41,25.19,125.11,68.0,11.0,50.62
1192.86,24.73,120.38,68.0,11.0,49.27
1193.26,24.73,123.09,68.0,11.1,49.83
1193.71,24.27,126.46,68.0,11.1,50.06
1194.11,24.96,124.44,68.0,11.0,49.04
1194.56,24.96,130.52,68.0,11.1,51.53
1195.01,24.96,125.11,68.0,11.1,50.51
1195.41,24.27,125.11,68.0,11.1,49.83
1195.86,25.19,125.11,68.0,11.1,49.95
1196.26,24.96,125.79,68.0,11.0,50.17
1196.71,24.27,129.17,68.0,11.1,50.96
1197.26,24.73,126.46,68.0,11.0,50.17
1197.81,24.73,117.68,68.0,11.0,48.02
1198.31,24.96,126.46,68.0,11.1,50.4
1198.86,24.73,129.17,68.0,11.0,50.29
1199.36,24.73,125.11,68.0,11.0,50.17
1199.96,25.19,125.11,68.0,11.0,50.4
1200.51,24.96,128.49,68.0,11.1,51.64
1201.01,24.73,125.11,68.0,11.1,50.4
1201.46,24.5,127.81,68.0,11.1,49.16
1201.86,24.05,125.11,68.0,11.1,50.85
1202.26,24.96,124.44,68.0,11.0,49.83
1202.71,24.27,120.38,68.0,11.0,49.95
1203.16,24.27,127.14,68.0,11.1,49.72
1203.56,25.65,128.49,68.0,11.0,50.51
1204.01,24.5,127.81,68.0,11.0,50.29
1204.41,24.96,112.28,68.0,11.1,47.8
1204.86,24.05,118.36,68.0,11.0,48.36
1205.31,24.27,131.87,68.0,11.0,50.74
1205.71,24.73,134.57,68.0,11.0,51.87
1206.16,24.5,131.87,68.0,11.0,50.17
1206.51,24.73,135.92,68.0,10.9,51.64
1206.96,24.27,137.27,68.0,11.0,52.32
1207.36,24.96,132.54,68.0,11.0,51.08
1207.76,25.19,132.54,68.0,11.0,51.19
1208.21,24.73,131.87,68.0,11.0,50.51
1208.56,24.27,129.17,68.0,11.1,49.72
1208.91,25.65,124.44,68.0,11.1,49.61
1209.36,24.5,123.09,68.0,11.1,50.06
1209.81,24.5,125.79,68.0,11.1,49.04
1210.31,25.42,130.52,68.0,11.1,50.74
1210.81,24.96,128.49,68.0,11.1,50.06
1211.21,24.5,131.19,68.0,11.0,50.29
1211.61,24.96,125.11,68.0,11.0,50.85
1212.01,24.73,127.14,68.0,11.0,49.16
1212.51,24.96,136.6,68.0,11.0,51.53
1212.91,24.27,131.19,68.0,11.1,50.51
1213.31,25.19,118.36,68.0,11.0,48.7
1213.71,24.5,125.11,68.0,11.0,49.49
1214.16,24.73,130.52,68.0,11.1,50.62
1214.61,24.5,133.22,68.0,11.1,50.85
1215.06,24.73,124.44,68.0,11.1,50.06
1215.51,24.96,134.57,68.0,11.0,50.85
1215.91,24.27,135.25,68.0,11.0,50.51
1216.31,24.73,130.52,68.0,11.0,50.85
1216.71,24.5,128.49,68.0,11.1,50.17
1217.16,24.5,126.46,68.0,11.1,49.61
1217.56,24.73,127.14,68.0,11.1,50.17
1217.96,24.73,127.14,68.0,11.0,49.38
1218.36,24.5,125.79,68.0,11.1,49.95
1218.81,24.73,125.79,68.0,11.1,49.61
1219.21,24.96,130.52,68.0,11.0,50.4
1219.66,24.73,130.52,68.0,11.0,50.51
1220.16,24.73,114.98,68.0,11.1,47.69
1220.56,24.96,121.73,68.0,11.1,48.36
1220.96,24.5,133.22,68.0,11.0,50.06
1221.41,24.96,130.52,68.0,11.0,51.19
1221.86,24.5,131.19,68.0,11.0,50.4
1222.26,25.19,133.9,68.0,11.0,51.08
1222.71,24.73,140.65,68.0,11.0,51.98
1223.11,24.96,137.95,68.0,11.0,51.19
1223.56,24.73,127.81,68.0,11.0,51.19
1224.01,24.96,127.81,68.0,11.1,49.27
1224.46,24.73,128.49,68.0,11.0,50.17
1224.91,24.5,124.44,68.0,11.0,49.61
1225.36,24.5,128.49,68.0,11.0,48.93
1225.76,24.96,132.54,68.0,11.1,51.41
1226.16,25.19,128.49,68.0,11.1,50.29
1226.61,24.27,128.49,68.0,11.1,50.06
1227.06,24.73,131.87,68.0,11.0,50.51
1227.46,25.19,125.11,68.0,11.1,49.61
1227.86,24.05,131.87,68.0,11.0,50.29
1228.31,25.19,129.17,68.0,11.1,50.62
1228.76,25.19,121.73,68.0,11.1,49.61
1229.16,24.5,117.0,68.0,11.1,49.38
1229.66,24.27,129.17,68.0,11.0,50.62
1230.11,24.27,134.57,68.0,11.0,50.4
1230.51,24.73,129.84,68.0,11.0,50.62
1230.91,24.73,125.79,68.0,11.1,50.74
1231.36,24.73,128.49,68.0,11.0,49.83
1231.76,25.19,130.52,68.0,11.0,51.19
1232.21,24.96,127.14,68.0,11.0,50.29
1232.66,24.96,123.09,68.0,11.0,49.38
1233.06,24.27,129.17,68.0,11.0,50.62
1233.46,24.96,123.09,68.0,11.0,49.38
1233.91,24.27,124.44,68.0,11.1,50.17
1234.41,24.27,126.46,68.0,11.0,49.61
1234.86,24.73,132.54,68.0,11.0,50.17
1235.26,25.19,130.52,68.0,11.0,50.62
1235.76,24.96,112.95,68.0,11.1,47.91
1236.16,24.5,118.36,68.0,11.1,48.02
1236.56,24.73,127.81,68.0,11.1,49.38
1236.96,24.96,137.27,68.0,11.0,51.87
1237.41,24.73,132.54,68.0,11.1,50.74
1237.81,24.96,132.54,68.0,11.0,51.3
1238.21,24.73,134.57,68.0,10.8,51.64
1238.66,24.5,139.98,68.0,11.0,51.98
1239.16,24.73,133.22,68.0,11.0,51.3
1239.61,24.96,131.19,68.0,11.1,49.16
1240.01,24.73,128.49,68.0,11.0,50.62
1240.46,24.96,122.41,68.0,11.1,49.61
1240.86,25.19,121.73,68.0,11.1,48.36
1241.31,24.5,126.46,68.0,11.1,50.62
1241.71,24.5,133.9,68.0,11.0,51.19
1242.16,24.5,129.17,68.0,11.1,50.4
1242.61,24.96,130.52,68.0,11.0,50.29
1242.96,24.96,125.79,68.0,11.0,50.62
1243.41,24.27,129.17,68.0,11.0,49.83
1243.86,24.73,131.87,68.0,11.0,50.51
1244.36,25.19,125.79,68.0,11.1,49.83
1244.76,24.73,121.06,68.0,11.1,49.83
1245.26,24.27,127.14,68.0,11.1,50.06
1245.66,24.96,129.17,68.0,11.0,50.06
1246.06,24.96,132.54,68.0,11.0,50.96
1246.46,24.27,132.54,68.0,10.9,50.85
1246.96,24.27,130.52,68.0,11.1,49.95
1247.36,24.96,132.54,68.0,11.0,51.19
1247.76,24.73,129.17,68.0,11.0,50.51
1248.26,24.5,125.79,68.0,11.0,50.17
1248.71,24.5,125.79,68.0,11.1,50.17
1249.16,24.73,125.11,68.0,11.1,49.16
1249.61,24.96,127.14,68.0,11.1,50.06
1250.06,24.27,121.73,68.0,11.1,49.95
1250.51,24.5,127.14,68.0,11.0,49.72
1250.91,24.73,129.84,68.0,11.0,51.19
1251.31,24.96,122.41,68.0,11.1,49.16
1251.81,24.5,115.65,68.0,11.1,48.02
1252.21,24.05,126.46,68.0,11.0,49.61
1252.61,24.73,133.22,68.0,11.0,51.19
1253.06,24.27,131.87,68.0,11.0,51.3
1253.51,24.96,131.19,68.0,11.1,50.51
1253.96,24.73,137.95,68.0,11.0,51.53
1254.41,24.96,138.62,68.0,11.0,51.98
1254.86,25.19,129.84,68.0,11.0,50.62
1255.31,24.73,123.09,68.0,11.1,49.49
1255.71,25.42,124.44,68.0,11.0,49.83
1256.16,24.5,123.76,68.0,11.0,49.95
1256.56,24.5,122.41,68.0,11.0,48.59
1256.96,24.96,127.81,68.0,11.0,50.51
1257.36,24.73,129.84,68.0,11.0,50.62
1257.86,24.5,128.49,68.0,11.0,50.62
1258.31,24.27,127.81,68.0,11.0,50.29
1258.71,25.19,124.44,68.0,11.0,49.61
